Iteration,Best Power Output,Best Voltage,Fitness Array,Population Array
1,504.0497891777117,99.7940896684966,"[337.0082718732082, 379.3180877591304, 352.3186637958451, 158.23442244004443, 70.30313553716367, 330.64214395722837, 79.41553360809112, 470.6171403642012, 429.83405846983766, 436.97989243538484, 419.7114562797753, 166.5653351123885, 433.22945738763025, 296.80447315804275, 427.3124899997902, 447.2521680559733, 417.69518356202576, 86.9359751061271, 462.8659649812197, 216.21235961585776, 457.991867207927, 436.16066178833995, 184.412861967159, 467.43211277747344, 391.06611961702544, 299.8536861748496, 469.3988840782403, 461.80808750965224, 203.27494121499547, 332.5766619987888]","[81.32691734167024, 87.42026434760622, 83.55496207136484, 52.235724163132275, 33.321798200878035, 80.39212490271791, 35.60675996012598, 100.0, 94.46361863969022, 95.44254754366699, 93.06995516717171, 53.78252421348346, 94.92925984680878, 75.33241739296494, 94.11722477153715, 96.84295478806933, 92.79135854129821, 37.41290468511633, 98.95686704945909, 62.493637152491246, 98.29882254982978, 95.33051952281417, 57.00634254056426, 99.57185733909586, 89.07888325641957, 75.79508497336914, 99.83631768670962, 98.81418417750686, 60.29688998477593, 80.6767240030983]"
2,504.0497891777117,99.7940896684966,"[391.3868360152781, 398.4327116856708, 393.2551999531354, 271.4315700306145, 117.73250657099696, 358.5594916640109, 416.945360913332, 479.5181304692508, 437.42755524862423, 469.4627735683677, 467.38690357634175, 206.6339855224029, 469.4469163860094, 461.3377096673877, 436.1041273950171, 472.05241978120745, 412.4741564430481, 149.22263707292927, 479.5181304692508, 342.57441836992587, 474.9998241737587, 472.4939198663774, 463.061687827054, 464.3075488356826, 432.6766002197192, 378.46141264453917, 457.33148158460057, 470.20028333026676, 271.3483048731115, 402.0654481312663]","[88.10007983651644, 89.07476857011903, 88.3589866722591, 70.6355872185228, 43.77685762193105, 83.49494708862535, 91.61459975654124, 100.0, 94.39137596142406, 98.67118458597356, 98.39602851173007, 60.21507932198006, 98.66908381163744, 97.59254853765017, 94.21295708404502, 99.01403934470076, 91.00388817371406, 49.99666422170154, 100.0, 81.21077251674474, 99.40372164644918, 99.07244726114024, 97.82178893683825, 97.98732658501201, 93.75024586649795, 86.29982820203355, 97.05903972595416, 98.768872076479, 70.62275032899593, 89.57553195470103]"
3,504.0497891777117,99.7940896684966,"[429.87534847922075, 421.3594978833508, 447.07272883089803, 296.83474553735874, 256.97375243598515, 359.01760058279956, 429.75458766370303, 451.42907193667503, 449.9337113333406, 451.38745977320593, 458.5286247884353, 226.8039547940368, 457.15525777225145, 456.959175603151, 458.5286247884353, 458.5286247884353, 416.477975627925, 301.2366207382766, 450.8780864561867, 343.1135930796487, 456.7709343031688, 449.59712179546284, 456.92441172872833, 442.32721074826435, 421.637083190771, 444.42308516563776, 439.8755646141976, 455.1713987831565, 284.83295354334666, 412.5621258192843]","[96.01998126033453, 94.82492633343533, 98.41604376215071, 76.52158996983835, 70.21952946387549, 85.87831230167694, 96.00307520643258, 99.01948647610665, 98.81250391200955, 99.01372885161362, 100.0, 65.24423870862796, 99.81060365641068, 99.78355183254473, 100.0, 100.0, 94.1372111044612, 77.20135420980289, 98.94323980920028, 83.531917463905, 99.75757920203134, 98.76589204003108, 99.77875546794414, 97.7571050439347, 94.8639735806173, 98.04833375561904, 97.4160224366083, 99.53678204854596, 74.65276515554885, 93.58409411344938]"
4,504.0497891777117,99.7940896684966,"[400.1645292903165, 402.56026041752403, 414.2498460858052, 414.2498460858052, 406.07465817148665, 414.2498460858052, 414.2498460858052, 414.2498460858052, 404.2646457217559, 403.2480431730061, 413.4611671990562, 212.20415364645783, 402.60414852540714, 400.71772560440826, 395.96516140328686, 411.57339117307106, 398.76695569902415, 291.8262506515573, 414.2498460858052, 380.85818446158504, 394.26636293934155, 405.57125112357824, 414.2498460858052, 403.80937572494605, 404.3780742244067, 406.72359056260166, 411.96851180453757, 407.88596253554095, 284.7208528865883, 396.00913176641836]","[97.84197420819554, 98.21027638025902, 100.0, 100.0, 98.74961516851396, 100.0, 100.0, 100.0, 98.47197926440761, 98.31591475598617, 99.87962563140327, 66.59694793294778, 98.21701854935883, 97.92706503891621, 97.19512153332225, 99.59128083063023, 97.62687897455193, 80.52357750780617, 100.0, 94.85422260474009, 96.93297926860453, 98.6724274902534, 100.0, 98.40209965335761, 98.48938656073884, 98.84908303533192, 99.65165827974491, 99.0271571451014, 79.33176050327822, 97.20190302486935]"
5,504.0497891777117,99.7940896684966,"[394.8709501416767, 410.69375714014427, 403.6515761245453, 410.69375714014427, 385.4473418831443, 410.69375714014427, 410.69375714014427, 410.69375714014427, 406.98579674744997, 401.9534398757, 410.69375714014427, 225.7535271495692, 410.69375714014427, 410.69375714014427, 398.1107219139935, 405.4034313434837, 385.24118816697927, 364.3913035744868, 410.69375714014427, 383.66498796529316, 410.1758320880415, 410.69375714014427, 410.69375714014427, 395.8468142442962, 391.7984186343398, 407.88391335094667, 410.48734120188766, 410.69375714014427, 318.1687335294919, 410.69375714014427]","[97.55343653023797, 100.0, 98.91391505287686, 100.0, 96.08525444038348, 100.0, 100.0, 100.0, 99.42868546487547, 98.65135557627096, 100.0, 69.42047139831313, 100.0, 100.0, 98.05623791812602, 99.18450795867493, 96.05303970018477, 92.77250195004288, 100.0, 95.80659491237279, 99.92027170785876, 100.0, 100.0, 97.7049904744336, 97.07567821844644, 99.56717644775523, 99.96822757016679, 100.0, 85.32167730045212, 100.0]"
6,504.0497891777117,99.7940896684966,"[379.0041841404794, 383.7295198032183, 383.3947316280728, 383.77294969675535, 360.95101699666213, 383.77294969675535, 383.77294969675535, 358.4111432930407, 380.67110905480024, 382.45573040054296, 383.77294969675535, 332.98809916196825, 369.0248546955627, 374.2710084738877, 366.6287210889651, 373.61529690978523, 371.5619952521309, 361.2237797372457, 382.4572112555648, 373.5051868154146, 382.81375460523077, 378.627923284404, 383.04732586973023, 383.77294969675535, 359.0938830498622, 383.77294969675535, 383.77294969675535, 383.29330435408224, 305.0366120504687, 383.77294969675535]","[99.21338237357125, 99.99284647606181, 99.93769575716868, 100.0, 96.21390923016784, 100.0, 100.0, 95.78905658661517, 99.48860656576882, 99.78295123831359, 100.0, 91.49425101954279, 97.5596762254695, 98.43033542539926, 97.1610290828294, 98.32167195760063, 97.98110890082323, 96.25949182480586, 99.78319534831249, 98.30342025960681, 99.84196295495488, 99.15121911823047, 99.88045465367041, 100.0, 95.90333241565564, 100.0, 100.0, 99.92098510902832, 86.67400464000117, 100.0]"
7,504.0497891777117,99.7940896684966,"[381.2850909806589, 391.1836554489114, 390.3970523453647, 383.8622608113312, 374.84999937696847, 374.8268809372476, 390.08199751782405, 391.1836554489114, 388.9326110617328, 384.94605413464774, 391.1836554489114, 382.7096358553597, 376.73233043435977, 376.4043856114414, 377.74894131112023, 384.634332265177, 382.7617068987158, 378.3332945037968, 383.82256942509247, 383.69423184812024, 391.1836554489114, 376.77814690297066, 388.75778635071106, 391.1836554489114, 374.74563341510236, 391.1836554489114, 387.23665058815754, 375.70105023621784, 376.9834312399866, 391.1836554489114]","[98.39568832227087, 100.0, 99.87286166152137, 98.81431650557252, 97.34744247750399, 97.34366888716357, 99.82192275519697, 100.0, 99.6360054750388, 98.99016659115281, 100.0, 98.62716971322372, 97.65450615570577, 97.60103513296059, 97.82019282024413, 98.93960034600157, 98.63562713306156, 97.91538223906656, 98.80787419057977, 98.78704262369348, 100.0, 97.66197559230532, 99.60771573913009, 100.0, 97.33040652602917, 100.0, 99.36144330932179, 97.48631954323521, 97.69544033530909, 100.0]"
8,504.0497891777117,99.7940896684966,"[400.3323013133321, 407.93824301017054, 400.68119617796293, 408.11037811978366, 383.07842400569774, 391.08261847815254, 408.11037811978366, 407.38634078969943, 391.60417174596967, 405.246749777094, 384.44751263915254, 400.8124341091884, 391.10996357750855, 405.88007401377945, 404.57483946602633, 394.8861813745285, 403.66373144110196, 408.11037811978366, 389.92359351431855, 408.11037811978366, 408.11037811978366, 386.2429039027918, 408.11037811978366, 400.30960698931216, 397.5971543030622, 399.2874736500938, 401.2679693578014, 407.7714430289469, 408.11037811978366, 408.11037811978366]","[98.79255335152895, 99.97333675269127, 98.84683202245046, 100.0, 96.09400559212122, 97.34942358426902, 100.0, 99.88783098243486, 97.43101078496527, 99.55609019422299, 96.30918647317213, 98.86724623672032, 97.3537018581207, 99.6543287804727, 99.45182705795776, 97.94382523732698, 99.31038184547565, 100.0, 97.16802244629244, 100.0, 100.0, 96.59108844280551, 100.0, 98.78902233800892, 98.36664993299287, 98.6299394300576, 98.93809306709088, 99.94749740503036, 100.0, 100.0]"
9,504.0497891777117,99.7940896684966,"[431.7357918298785, 431.7357918298785, 425.2625522377567, 431.7357918298785, 431.7357918298785, 430.445987130601, 431.7357918298785, 418.2687552528804, 416.7649498126951, 431.42674159861895, 411.58476466454175, 430.2059413222651, 419.4884577156294, 431.7357918298785, 426.5591478632, 431.7357918298785, 410.8946017357047, 431.7357918298785, 413.5914683753565, 421.36759117452067, 427.42116483927873, 423.0611986614077, 428.8224941201297, 426.3563519147343, 426.64795343655, 411.6796937227068, 431.7357918298785, 431.7357918298785, 427.5483903296849, 431.7357918298785]","[100.0, 100.0, 99.05056009110596, 100.0, 100.0, 99.81108913255157, 100.0, 98.02094060197858, 97.79902044899838, 99.95474702908321, 97.03309740613136, 99.77591635105372, 98.20079561152862, 100.0, 99.24100313928909, 100.0, 96.93087838566758, 100.0, 97.330073680531, 98.4776464446611, 99.36754040854515, 98.72691366847397, 99.57311701308845, 99.21122558981192, 99.25404186277515, 97.04715398231336, 100.0, 100.0, 99.38621103665966, 100.0]"
10,504.0497891777117,99.7940896684966,"[398.3572765328731, 399.79870570605743, 385.1721109588689, 387.68895605145815, 400.0689486275804, 400.0689486275804, 400.0689486275804, 396.1844449636785, 388.6519936474874, 400.0689486275804, 385.88013719814023, 399.4302447251187, 390.37899151074816, 400.0689486275804, 395.5409514663012, 395.94345295570656, 367.60314148785676, 400.0689486275804, 389.2833215900456, 400.0689486275804, 400.0689486275804, 400.0689486275804, 400.0689486275804, 400.0689486275804, 400.0689486275804, 395.6398479758858, 391.67123768181193, 399.21328437391224, 400.0689486275804, 398.59552215600905]","[99.72941592147075, 99.9572974783735, 97.6358117909386, 98.03674199583017, 100.0, 100.0, 100.0, 99.38553980184685, 98.18998861597636, 100.0, 97.74866244282218, 99.89906417582813, 98.46457756673666, 100.0, 99.28361478345062, 99.34737284424956, 94.81919867170504, 100.0, 98.29040188046682, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 99.29928184762751, 98.66985385106167, 99.86476889441553, 100.0, 99.76709440473388]"
