Iteration,Hippopotamus,TLBO,Genetic Alg,PSO,ABC,SA,GWO,HS,CSA,LSA,EPO,Cuckoo Search,ABO,HEM,WSO,DE
25,481.44010964984477,505.10553910731124,131.66354181408718,552.8288685869654,588.3973615410031,185.09114338064322,416.71925378072416,473.3398166468613,580.8017041436482,577.6586754911602,530.3851422463554,485.30682108531465,467.01516084624177,494.1349813910558,504.0497891777117,526.6794076890183
26,481.44010964984477,505.10553910731124,137.6659680149102,552.8288685869654,588.3973615410031,185.09114338064322,437.5772343129267,473.3398166468613,580.8017041436482,582.824535337036,530.3851422463554,485.30682108531465,467.01516084624177,494.1349813910558,508.93658691838783,526.6794076890183
27,481.44010964984477,505.10553910731124,149.89161118195597,552.8288685869654,588.3973615410031,185.09114338064322,465.26119459226277,473.3398166468613,580.8017041436482,633.3777448957533,530.3851422463554,485.30682108531465,467.01516084624177,494.1349813910558,508.93658691838783,526.6794076890183
28,481.44010964984477,505.10553910731124,139.19932635111357,552.8288685869654,588.3973615410031,185.09114338064322,475.84263298685556,473.3398166468613,580.8017041436482,633.3777448957533,530.3851422463554,485.30682108531465,467.01516084624177,494.1349813910558,508.93658691838783,526.6794076890183
29,501.478246411271,505.10553910731124,130.94146063822626,552.8288685869654,588.3973615410031,185.09114338064322,478.2473501455507,473.3398166468613,580.8017041436482,633.3777448957533,530.3851422463554,485.30682108531465,467.01516084624177,494.1349813910558,508.93658691838783,526.6794076890183
30,501.478246411271,505.10553910731124,125.98679852149509,552.8288685869654,588.3973615410031,185.09114338064322,475.60329034688505,473.3398166468613,580.8017041436482,633.3777448957533,530.3851422463554,485.30682108531465,467.01516084624177,494.1349813910558,508.93658691838783,526.6794076890183
31,501.478246411271,505.1143981735416,116.24567047402056,552.8288685869654,588.3973615410031,187.23301183258246,512.9930891278617,473.3398166468613,580.8017041436482,633.3777448957533,530.3851422463554,485.30682108531465,467.01516084624177,494.1349813910558,508.93658691838783,526.6794076890183
32,501.478246411271,505.1143981735416,119.60708709165408,552.8288685869654,588.3973615410031,187.23301183258246,508.0783326244224,473.3398166468613,580.8017041436482,633.3777448957533,530.3851422463554,485.30682108531465,467.01516084624177,494.1349813910558,531.5754915353959,526.6794076890183
33,501.478246411271,511.3292829603911,125.9292308135386,552.8288685869654,588.3973615410031,239.4663132356564,469.7838156384174,473.3398166468613,580.8017041436482,633.3777448957533,530.3851422463554,485.30682108531465,467.01516084624177,494.1349813910558,539.4655716618761,526.6794076890183
34,528.692097418238,511.3292829603911,135.68863580894683,552.8288685869654,588.3973615410031,260.1117996201177,444.14010282566323,473.3398166468613,598.2640151814647,633.3777448957533,530.3851422463554,485.30682108531465,467.01516084624177,494.1349813910558,539.4655716618761,526.6794076890183
35,542.5438161543682,511.3292829603911,122.11124197435585,552.8288685869654,610.3773964468635,262.30085601423093,427.39554955772877,473.3398166468613,598.2640151814647,633.3777448957533,530.3851422463554,485.30682108531465,467.01516084624177,494.1349813910558,539.4655716618761,526.6794076890183
36,588.8383613603811,511.3292829603911,135.00467653882933,552.8288685869654,610.3773964468635,322.87550889019366,458.7884211339226,473.3398166468613,598.2640151814647,633.3777448957533,530.3851422463554,485.30682108531465,467.01516084624177,494.1349813910558,539.4655716618761,526.6794076890183
37,605.5772314712351,511.3292829603911,145.1055082322957,552.8288685869654,610.3773964468635,338.4722580413662,480.29369260500545,473.3398166468613,598.2640151814647,633.3777448957533,530.3851422463554,485.30682108531465,467.01516084624177,494.1349813910558,539.4655716618761,526.6794076890183
38,620.3266640478186,511.3292829603911,132.4444659549473,552.8288685869654,610.3773964468635,377.02325511594154,487.22440903994067,473.3398166468613,598.2640151814647,633.3777448957533,530.3851422463554,485.30682108531465,467.01516084624177,494.1349813910558,539.4655716618761,526.6794076890183
39,620.3266640478186,511.3292829603911,129.94006351200758,552.8288685869654,660.9008510861202,403.3206669898784,531.9700067779448,473.3398166468613,598.2640151814647,633.3777448957533,530.3851422463554,485.30682108531465,467.01516084624177,494.1349813910558,539.4655716618761,526.6794076890183
40,620.3266640478186,511.3292829603911,141.50129282803724,552.8288685869654,660.9008510861202,403.3206669898784,498.00655429863207,473.3398166468613,598.2640151814647,633.3777448957533,530.3851422463554,485.30682108531465,467.01516084624177,494.1349813910558,539.4655716618761,526.6794076890183
41,620.3266640478186,540.2448193317591,145.2965656254355,552.8288685869654,660.9008510861202,403.3206669898784,505.6293564017077,473.3398166468613,598.2640151814647,633.3777448957533,530.3851422463554,485.30682108531465,467.01516084624177,494.1349813910558,539.4655716618761,526.6794076890183
42,620.3266640478186,552.8814458302396,138.15582115290874,552.8288685869654,660.9008510861202,403.3206669898784,554.3489098585804,473.3398166468613,598.2640151814647,633.3777448957533,530.3851422463554,485.30682108531465,467.01516084624177,494.1349813910558,539.4655716618761,526.6794076890183
43,620.3266640478186,562.0618591076915,142.79850742700077,552.8288685869654,668.0223564790208,416.6897114549304,538.5423373943096,473.3398166468613,598.2640151814647,633.3777448957533,530.3851422463554,485.30682108531465,467.01516084624177,494.1349813910558,539.4655716618761,526.6794076890183
44,634.1324234818586,571.9140496487682,142.8880424737709,552.8288685869654,668.0223564790208,461.0340370682149,525.5859368394762,473.3398166468613,647.285310814927,633.3777448957533,530.3851422463554,485.30682108531465,467.01516084624177,494.1349813910558,539.4655716618761,526.6794076890183
45,691.2149202869703,615.0173635060021,152.48461864304758,552.8288685869654,699.9690465380285,461.0340370682149,535.9570983858056,473.3398166468613,683.1314929846517,633.3777448957533,530.3851422463554,485.30682108531465,467.01516084624177,494.1349813910558,539.4655716618761,526.6794076890183
46,691.2149202869703,619.7377745326767,159.63151609473948,552.8288685869654,700.8711160182874,461.0340370682149,485.46357618285884,473.3398166468613,700.3644703739217,633.3777448957533,530.3851422463554,485.30682108531465,467.01516084624177,494.1349813910558,539.4655716618761,526.6794076890183
47,691.2149202869703,654.597245901842,146.3251318390224,552.8288685869654,757.5768885524509,476.12703199414096,470.0833770885426,473.3398166468613,714.6871775105863,633.3777448957533,530.3851422463554,485.30682108531465,467.01516084624177,494.1349813910558,539.4655716618761,526.6794076890183
48,710.7517525164463,654.597245901842,147.769771724277,552.8288685869654,757.5768885524509,476.12703199414096,475.4771642784983,473.3398166468613,745.0930253610773,633.3777448957533,530.3851422463554,485.30682108531465,467.01516084624177,494.1349813910558,539.4655716618761,526.6794076890183
49,777.4091082010402,654.597245901842,154.99954487799272,552.8288685869654,757.5768885524509,488.7247528474702,435.8279719064944,473.3398166468613,745.0930253610773,633.3777448957533,530.3851422463554,485.30682108531465,467.01516084624177,494.1349813910558,539.4655716618761,526.6794076890183
50,795.8300198267364,661.8845901613872,153.36726611099965,552.8288685869654,757.5768885524509,497.3232469149193,449.21174381179594,490.7243879039349,745.0930253610773,633.3777448957533,530.3851422463554,485.30682108531465,467.01516084624177,494.1349813910558,539.4655716618761,526.6794076890183
51,795.8300198267364,661.8845901613872,141.4616312441772,552.8288685869654,757.5768885524509,497.3232469149193,404.4978824689282,490.7243879039349,745.8976632907076,633.3777448957533,530.3851422463554,485.30682108531465,467.01516084624177,494.1349813910558,539.4655716618761,526.6794076890183
52,795.8300198267364,661.8845901613872,141.27766567230276,552.8288685869654,757.5768885524509,504.2115712394882,377.31293549926954,490.7243879039349,745.8976632907076,633.3777448957533,530.3851422463554,485.30682108531465,467.01516084624177,494.1349813910558,539.4655716618761,526.6794076890183
53,795.8300198267364,661.8845901613872,138.77365173413133,552.8288685869654,757.5768885524509,505.3969179891725,387.721727826754,490.7243879039349,745.8976632907076,633.3777448957533,530.3851422463554,485.30682108531465,467.01516084624177,494.1349813910558,539.4655716618761,526.6794076890183
54,795.8300198267364,661.8845901613872,131.07363723174058,552.8288685869654,757.5768885524509,505.3969179891725,410.02030242879675,490.7243879039349,745.8976632907076,633.3777448957533,530.3851422463554,485.30682108531465,467.01516084624177,494.1349813910558,539.4655716618761,526.6794076890183
55,795.8300198267364,661.8845901613872,138.84817671758603,552.8288685869654,757.5768885524509,505.3969179891725,397.3135462355461,583.2001639067804,745.8976632907076,633.3777448957533,530.3851422463554,485.30682108531465,467.01516084624177,494.1349813910558,539.4655716618761,526.6794076890183
56,840.2560451237675,661.8845901613872,145.9413960416072,552.8288685869654,768.2303651185,505.3969179891725,367.34196986548136,583.2001639067804,745.8976632907076,633.3777448957533,530.3851422463554,485.30682108531465,467.01516084624177,494.1349813910558,539.4655716618761,526.6794076890183
57,840.2560451237675,668.4689204731015,139.91720877460867,552.8288685869654,829.1296080568675,505.3969179891725,391.2053837340507,583.2001639067804,765.6410096329715,633.3777448957533,530.3851422463554,485.30682108531465,467.01516084624177,494.1349813910558,539.4655716618761,526.6794076890183
58,840.2560451237675,668.4689204731015,132.4068667346565,552.8288685869654,829.1296080568675,505.3969179891725,364.2579715420269,583.2001639067804,765.6410096329715,633.3777448957533,530.3851422463554,485.30682108531465,467.01516084624177,494.1349813910558,539.4655716618761,526.6794076890183
59,840.2560451237675,668.4689204731015,135.78053162621526,552.8288685869654,829.1296080568675,505.3969179891725,378.5209030960933,583.2001639067804,765.6410096329715,633.3777448957533,530.3851422463554,485.30682108531465,467.01516084624177,494.1349813910558,539.4655716618761,526.6794076890183
60,840.2560451237675,726.7355958966374,146.01693997881432,552.8288685869654,829.1296080568675,505.3969179891725,385.70083213769124,583.2001639067804,765.6410096329715,633.3777448957533,530.3851422463554,485.30682108531465,467.01516084624177,494.1349813910558,539.4655716618761,526.6794076890183
61,840.2560451237675,736.2285738188893,130.6577295983538,552.8288685869654,829.1296080568675,505.3969179891725,396.9086657178763,583.2001639067804,765.6410096329715,633.3777448957533,530.3851422463554,485.30682108531465,467.01516084624177,494.1349813910558,539.4655716618761,526.6794076890183
62,840.2560451237675,736.2285738188893,130.17475067938273,552.8288685869654,829.1296080568675,505.3969179891725,382.67270651318637,583.2001639067804,765.6410096329715,633.3777448957533,530.3851422463554,485.30682108531465,467.01516084624177,494.1349813910558,539.4655716618761,526.6794076890183
63,840.2560451237675,736.2285738188893,116.16727962543867,552.8288685869654,829.1296080568675,505.3969179891725,363.3529636573315,583.2001639067804,765.6410096329715,633.3777448957533,530.3851422463554,485.30682108531465,467.01516084624177,494.1349813910558,539.4655716618761,526.6794076890183
64,840.2560451237675,736.2285738188893,122.8995477745833,552.8288685869654,829.1296080568675,505.3969179891725,355.5102513049967,583.2001639067804,765.6410096329715,633.3777448957533,530.3851422463554,485.30682108531465,467.01516084624177,494.1349813910558,539.4655716618761,526.6794076890183
65,840.2560451237675,736.2285738188893,132.85489885203665,552.8288685869654,829.1296080568675,505.3969179891725,324.0221937811715,583.2001639067804,765.6410096329715,633.3777448957533,530.3851422463554,485.30682108531465,467.01516084624177,494.1349813910558,539.4655716618761,526.6794076890183
66,840.2560451237675,736.2285738188893,126.15317225568377,552.8288685869654,829.1296080568675,505.3969179891725,351.87415043344623,583.2001639067804,765.6410096329715,633.3777448957533,530.3851422463554,485.30682108531465,467.01516084624177,494.1349813910558,539.4655716618761,526.6794076890183
67,840.2560451237675,736.2285738188893,122.56011793822452,552.8288685869654,829.1296080568675,505.3969179891725,382.35066708119035,583.2001639067804,765.6410096329715,633.3777448957533,530.3851422463554,485.30682108531465,467.01516084624177,494.1349813910558,539.4655716618761,526.6794076890183
68,840.2560451237675,736.2285738188893,129.5693514267256,552.8288685869654,829.1296080568675,505.3969179891725,403.22870812485183,583.2001639067804,765.6410096329715,633.3777448957533,530.3851422463554,485.30682108531465,467.01516084624177,494.1349813910558,539.4655716618761,526.6794076890183
69,840.2560451237675,736.2285738188893,124.0402164163179,552.8288685869654,829.1296080568675,505.3969179891725,375.85499965142884,583.2001639067804,765.6410096329715,633.3777448957533,530.3851422463554,485.30682108531465,467.01516084624177,494.1349813910558,539.4655716618761,526.6794076890183
70,840.2560451237675,736.2285738188893,118.32155272643324,552.8288685869654,829.1296080568675,505.3969179891725,360.0030623945881,583.2001639067804,765.6410096329715,633.3777448957533,530.3851422463554,485.30682108531465,467.01516084624177,494.1349813910558,539.4655716618761,526.6794076890183
71,840.2560451237675,762.6463158991712,128.5615285845149,552.8288685869654,829.1296080568675,505.3969179891725,381.1717533816878,583.2001639067804,765.6410096329715,633.3777448957533,530.3851422463554,485.30682108531465,467.01516084624177,494.1349813910558,539.4655716618761,526.6794076890183
72,840.2560451237675,762.6463158991712,120.3867006984002,552.8288685869654,829.1296080568675,505.3969179891725,361.40216090920586,583.2001639067804,775.702687466664,633.3777448957533,530.3851422463554,485.30682108531465,467.01516084624177,494.1349813910558,539.4655716618761,526.6794076890183
73,840.2560451237675,777.0557834314665,122.22606956291268,552.8288685869654,829.1296080568675,505.3969179891725,326.603194186154,650.9315206298252,810.1958093766458,633.3777448957533,530.3851422463554,485.30682108531465,467.01516084624177,494.1349813910558,539.4655716618761,526.6794076890183
74,840.2560451237675,777.0557834314665,118.6782487810204,552.8288685869654,829.1296080568675,505.3969179891725,338.8251366136052,650.9315206298252,835.810970159759,633.3777448957533,530.3851422463554,485.30682108531465,467.01516084624177,494.1349813910558,539.4655716618761,526.6794076890183
75,840.2560451237675,777.0557834314665,110.56513982769043,552.8288685869654,829.1296080568675,505.3969179891725,326.59227796676333,650.9315206298252,848.5270267786991,633.3777448957533,530.3851422463554,485.30682108531465,467.01516084624177,494.1349813910558,539.4655716618761,526.6794076890183
76,840.2560451237675,777.0557834314665,100.44672791845719,552.8288685869654,829.1296080568675,505.3969179891725,335.5170947268051,650.9315206298252,848.5270267786991,633.3777448957533,530.3851422463554,485.30682108531465,467.01516084624177,494.1349813910558,539.4655716618761,526.6794076890183
77,840.2560451237675,777.0557834314665,104.03876411341713,552.8288685869654,829.1296080568675,505.3969179891725,303.0588893018145,650.9315206298252,848.5270267786991,633.3777448957533,530.3851422463554,485.30682108531465,467.01516084624177,494.1349813910558,539.4655716618761,526.6794076890183
78,840.2560451237675,777.0557834314665,98.83340312296883,552.8288685869654,829.1296080568675,505.3969179891725,303.1945093406276,650.9315206298252,848.5270267786991,633.3777448957533,530.3851422463554,485.30682108531465,467.01516084624177,494.1349813910558,539.4655716618761,526.6794076890183
79,840.2560451237675,777.0557834314665,93.28346523416245,552.8288685869654,829.1296080568675,505.3969179891725,309.7003022751818,650.9315206298252,848.5270267786991,633.3777448957533,530.3851422463554,485.30682108531465,467.01516084624177,494.1349813910558,539.4655716618761,526.6794076890183
80,840.2560451237675,777.0557834314665,94.11730318263199,552.8288685869654,829.1296080568675,505.3969179891725,305.6080071233254,650.9315206298252,848.5270267786991,633.3777448957533,530.3851422463554,485.30682108531465,467.01516084624177,494.1349813910558,539.4655716618761,526.6794076890183
81,840.2560451237675,777.0557834314665,91.95879805636618,552.8288685869654,829.1296080568675,505.3969179891725,308.4412095546658,650.9315206298252,848.5270267786991,633.3777448957533,530.3851422463554,485.30682108531465,467.01516084624177,494.1349813910558,539.4655716618761,526.6794076890183
82,840.2560451237675,777.0557834314665,94.90844098461547,552.8288685869654,829.1296080568675,505.3969179891725,333.09609193880755,650.9315206298252,848.5270267786991,633.3777448957533,530.3851422463554,485.30682108531465,467.01516084624177,494.1349813910558,539.4655716618761,526.6794076890183
83,840.2560451237675,777.0557834314665,89.65977723065262,552.8288685869654,829.1296080568675,506.4579263130991,353.912078692781,650.9315206298252,848.5270267786991,633.3777448957533,530.3851422463554,485.30682108531465,467.01516084624177,494.1349813910558,539.4655716618761,526.6794076890183
84,840.2560451237675,802.6629150213247,77.29634245582663,552.8288685869654,829.1296080568675,554.3974898551833,326.08856741176834,650.9315206298252,848.5270267786991,633.3777448957533,530.3851422463554,485.30682108531465,467.01516084624177,494.1349813910558,539.4655716618761,526.6794076890183
85,840.2560451237675,802.6629150213247,84.2709048841882,552.8288685869654,829.1296080568675,554.3974898551833,326.28205320861923,650.9315206298252,848.5483996103086,633.3777448957533,530.3851422463554,485.30682108531465,467.01516084624177,494.1349813910558,539.4655716618761,526.6794076890183
86,840.2560451237675,802.6629150213247,85.1882784052632,552.8288685869654,829.1296080568675,554.3974898551833,301.04438693630937,650.9315206298252,849.2619518544717,633.3777448957533,530.3851422463554,485.30682108531465,467.01516084624177,494.1349813910558,539.4655716618761,526.6794076890183
87,840.2560451237675,837.8097111590637,90.64689625108814,552.8288685869654,837.5878853698765,554.3974898551833,327.3215783717517,650.9315206298252,849.2619518544717,633.3777448957533,530.3851422463554,485.30682108531465,467.01516084624177,494.1349813910558,539.4655716618761,526.6794076890183
88,840.2560451237675,837.8097111590637,93.0744047212986,552.8288685869654,837.5878853698765,554.3974898551833,330.73907210784256,650.9315206298252,849.9705242928839,633.3777448957533,530.3851422463554,485.30682108531465,467.01516084624177,494.1349813910558,539.4655716618761,526.6794076890183
89,840.2560451237675,837.8097111590637,96.08144611670362,552.8288685869654,837.5878853698765,554.3974898551833,339.07601818055207,650.9315206298252,849.9705242928839,633.3777448957533,530.3851422463554,485.30682108531465,467.01516084624177,494.1349813910558,539.4655716618761,526.6794076890183
90,840.2560451237675,849.1973482022129,104.18814127596944,552.8288685869654,838.2342350765562,562.118595811817,310.9948314182592,650.9315206298252,849.9705242928839,633.3777448957533,530.3851422463554,485.30682108531465,467.01516084624177,494.1349813910558,539.4655716618761,526.6794076890183
91,840.2560451237675,849.1973482022129,103.56533740102809,552.8288685869654,845.7188690315538,580.4633082526194,296.5677094044572,650.9315206298252,849.9705242928839,633.3777448957533,530.3851422463554,485.30682108531465,467.01516084624177,494.1349813910558,539.4655716618761,526.6794076890183
92,840.2560451237675,849.1973482022129,96.51451243321117,552.8288685869654,847.753098998901,580.4633082526194,279.4922618932475,650.9315206298252,849.9705242928839,633.3777448957533,530.3851422463554,485.30682108531465,467.01516084624177,494.1349813910558,539.4655716618761,526.6794076890183
93,840.2560451237675,849.1973482022129,104.7928365883247,552.8288685869654,847.753098998901,624.2434077333724,253.87307668039165,650.9315206298252,849.9705242928839,633.3777448957533,530.3851422463554,485.30682108531465,467.01516084624177,494.1349813910558,539.4655716618761,526.6794076890183
94,840.2560451237675,849.1973482022129,107.864089925471,552.8288685869654,847.753098998901,624.2434077333724,251.59239546649906,650.9315206298252,849.9705242928839,633.3777448957533,530.3851422463554,485.30682108531465,467.01516084624177,494.1349813910558,539.4655716618761,526.6794076890183
95,840.2560451237675,849.1973482022129,104.40132710691508,552.8288685869654,847.753098998901,731.5832716873144,236.184002002845,650.9315206298252,849.9705242928839,633.3777448957533,530.3851422463554,485.30682108531465,467.01516084624177,494.1349813910558,539.4655716618761,526.6794076890183
96,840.2560451237675,849.1973482022129,96.26720449098299,552.8288685869654,847.753098998901,772.578344995343,245.6016015984883,650.9315206298252,849.9705242928839,633.3777448957533,530.3851422463554,485.30682108531465,467.01516084624177,494.1349813910558,539.4655716618761,526.6794076890183
97,840.2560451237675,849.1973482022129,96.59504796366076,552.8288685869654,847.753098998901,815.9955295653056,223.32121312131306,650.9315206298252,849.9705242928839,633.3777448957533,530.3851422463554,485.30682108531465,467.01516084624177,494.1349813910558,539.4655716618761,526.6794076890183
98,840.2560451237675,849.1973482022129,96.55737460942252,552.8288685869654,847.753098998901,815.9955295653056,227.51063679499683,650.9315206298252,849.9705242928839,633.3777448957533,530.3851422463554,485.30682108531465,467.01516084624177,494.1349813910558,539.4655716618761,526.6794076890183
99,840.2560451237675,849.1973482022129,93.8848330885471,552.8288685869654,847.753098998901,815.9955295653056,239.76299575978533,650.9315206298252,849.9705242928839,633.3777448957533,530.3851422463554,485.30682108531465,467.01516084624177,494.1349813910558,539.4655716618761,526.6794076890183
100,840.2560451237675,849.1973482022129,94.23448937400167,552.8288685869654,847.753098998901,815.9955295653056,231.2460131006949,650.9315206298252,849.9705242928839,633.3777448957533,530.3851422463554,485.30682108531465,467.01516084624177,494.1349813910558,539.4655716618761,526.6794076890183
